id,name,phone_number,url,notification,primary_care_doctor,adress,holiday_support
351,青山明石クリニック,03‐6447‐4525,-,なし,0,東京都港区南青山3-14-24ピロティ青山　104号室,0.0
352,赤坂おだやかクリニック,web予約,https://ssl.fdoc.jp/reserve/subjectlist/index/cid/x3563894,発熱患者対応時間１２：００～１３：３０（最終受付）、１７：００～１８：３０（最終受付）。インターネットでご予約の上、ご来院ください。,1,東京都港区赤坂5-3-1 赤坂Bizタワーアネックス2階,0.0
353,山王メディカルセンター,03-3402-5581,-,なし,1,東京都港区赤坂8-5-35,0.0
354,医療法人財団順和会 赤坂山王メディカルセンター,03-6230-3701,-,なし,1,東京都港区赤坂四丁目1番26号 国際医療福祉大学 赤坂キャンパスW棟内４階・５階・６階・７階・８階,0.0
355,菅沼三田診療所,03-3452-1748,-,人数に制限がありますので、来院前にお電話で確認をお願いいたします。ＰＣＲは最短なら７０分、当日結果確認可能です。,1,東京都港区芝5-19-5　JP田町1F,0.0
356,"医療法人社団重宣会
鈴木胃腸消化器クリニック",03-3455-6121,-,なし,1,東京都港区芝5-27-1,0.0
357,菅沼三田診療所,03-3452-1748,-,なし,1,東京都港区芝５-１９-５ＪＰ田町１Ｆ,0.0
358,医療法人社団 千秋双葉会 東京シティクリニック三田,03-5439-5566,-,発熱外来は、全日11-12時を除く,1,東京都港区芝4-5-8池藤ビル２階,0.0
359,新田町ビル診療所,03-3451-2619,-,なし,1,東京都港区芝5-34-6-2F,0.0
360,きつかわクリニック,03-3451-1731,-,なし,0,東京都港区芝５-３１-１６ YCCビル4階,0.0
361,東京港診療所,03-3451-4620,-,なし,1,東京都港区海岸3-9-5東京港湾福利厚生センター２階,0.0
362,有明みんなクリニック 田町芝浦院,web予約,https://ssc6.doctorqube.com/tamachishibaura/,なし,1,東京都港区芝浦3-2-28 HTアジール芝浦1階,1.0
363,クリニックフォア田町,web予約,https://reservation.clinicfor.life/c/tamachi_fever,なし,1,東京都港区芝浦3-1-32 なぎさテラス4階,1.0
364,とようら小児科,03-5442-8872,-,なし,1,東京都港区芝浦３-１１-５ 第三協栄ビル2階,0.0
365,医療法人財団Chiron 芝浦アイランド内科クリニック,03-5730-0221,-,なし,1,東京都港区芝浦4-20-４ 芝浦アイランドブルームホームズ２階,0.0
366,みなと整形外科内科クリニック,03-6435-4122,-,なし,0,東京都港区芝浦2-17-13-1F,2
367,医療法人社団小日向 芝浦こどもクリニック,03-5730-0108,-,なし,0,東京都港区芝浦4-20-4 芝浦アイランドブルームホームズ1F,0.0
368,医療法人社団nao 田町芝浦耳鼻咽喉科,03-5418-8733,-,なし,0,東京都港区芝浦3-19-19 オー・アイ・芝浦2F,0.0
369,高櫻内科・脳神経クリニック,03-6722-6322,-,なし,0,東京都港区芝浦3-11-5 第三協栄ビル1F,2
370,医療法人社団白慈会 白金坂の上診療所,03-3447-3232,発熱外来希望の患者様は、03-3447-3232にお電話お願い致します。,発熱外来受診の患者様は、03-3447-3232までお電話をお願い致します。,1,東京都港区白金台4-7-8-2F,0.0
371,クリニックばんびいに,03-3441-4150,-,なし,1,東京都港区白金台3-16-13 ５F,0.0
372,白金台診療所,03-3473-4741,-,なし,0,東京都港区白金台5-18-6,0.0
373,鈴木医院,03-3441-6668,-,第２、4木曜日  休診,0,東京都港区白金台4-12-11,0.0
374,医療法人社団 潤生会 石原内科クリニック,03-5423-5560,-,なし,0,東京都港区白金台4-2-11 白金台クレスト3階,0.0
375,エムズクリニック白金,0332803387,-,なし,0,東京都港区白金台3-14-4-4階,0.0
376,医療法人社団キュアライフ 東京ホームドクターズクリニック,03-5422-6818,-,なし,0,東京都港区白金台5-13-16 寺尾ビル1階,0.0
377,白金台おがわクリニック,03-6447-7081,-,なし,0,東京都港区白金台3-8-3,2
378,もとやまクリニック,03-3473-2866,-,なし,1,東京都港区白金1-8-9,0.0
379,耳鼻咽喉科望月医院,03-3442-3387,-,現金のみの取り扱いです。クレジットカードや電子マネー等は使用できません。,1,東京都港区白金３-１０-１８,0.0
380,医療法人社団千和会 白金タワークリニック,03-5789-3882,-,なし,1,東京都港区白金１-１７-１ 白金タワー１０６,0.0
381,医療法人社団 健翠会 カピバラあかちゃんこどもクリニック,03-6277-3008,-,なし,1,東京都港区白金一丁目26番4号 アイム白金高輪1階,0.0
382,白金三光クリニック,03-6456-4350,-,小児は小学生以上対応可能　　　　抗原定性キットの配布は事前に電話にて予約ください。,1,東京都港区白金１-２５-３１ レジデンス白金１０２,0.0
383,敬和国際医院,03-6432-5070,-,なし,1,東京都港区白金1-25-27布施ビル２階,0.0
384,三田ハウス内科クリニック,03-5443-3864,-,なし,1,東京都港区三田5-2-18三田ハウス109,0.0
385,医療法人社団勝優会たまちホームクリニック,03-6435-2331,-,なし,1,東京都港区三田3-1-4,0.0
386,東京都済生会中央病院,03-3451-8211,-,第2、4土曜日、日曜日・祝日は休診,0,東京都港区三田一丁目4番17号,0.0
387,三田国際ビルクリニック,03-3454-8614,-,かかりつけ患者様の発熱一般診療にのみ対応。行政検査の委託施設ではないため、公費（保険）でのPCR、抗原検査は実施できません。受診前の電話相談が必要です。,0,東京都港区三田1-4-28三田国際ビル3F,0.0
388,医療法人社団貞栄会 三田在宅診療クリニック,03-6722-6780,-,なし,0,東京都港区三田1丁目5-5ファーストアパートメント三田4Ｆ,2
389,AIM Beauty Medical Clinic泉岳寺院,web予約,https://coubic.com/preparing?merchant_id-nakashima#pageContent,なし,1,東京都港区高輪2-19-20財界二世学院ビル8階,1.0
390,高輪内科クリニック,03-3449-6748,-,なし,1,東京都港区高輪1-16-4,0.0
391,品川ハートメディカルクリニック,03-5422-8841,-,なし,1,東京都港区高輪2-15-11-105,0.0
392,城南高輪クリニック,03-3441-0435,-,なし,1,東京都港区高輪３-５-２０グランドメゾン高輪台1Ｆ,1.0
393,医療法人社団MAY 白金高輪 海老根ウィメンズクリニック,03-5789-2590,-,なし,1,東京都港区高輪1-2-17 高輪梶ビル5-7階,1.0
394,ぽれぽれクリニック,03-5422-7626,-,8月1日～8月6日まで休診します。,1,東京都港区高輪1-5-21ルート高輪ビル4階,0.0
395,白金高輪駅前内科・糖尿病クリニック,03-6456-2939,-,なし,1,東京都港区高輪1-4-13高輪NYビル２階,0.0
396,医療法人社団敬友会 敬友クリニック高輪,03-3442-5161,-,なし,0,東京都港区高輪２-１４-１７ グレイス高輪１階,2
397,医療法人社団済仁会　品川港南クリニック,03-3472-0085,-,なし,0,東京都港区港南2-4-7石橋ビル３F,0.0
398,かただ小児科クリニック,03-5475-3260,-,なし,0,東京都港区高輪2-5-14,0.0
399,ワールドシティ益子クリニック,web予約,https://a.inet489.jp/msk0331/yoyaku/login.cgi?recno-&birth-,なし,1,東京都港区港南4-6-7 キャピタルタワー3階,0.0
400,若田クリニックシティタワー品川,03-3471-2972,-,なし,0,東京都港区港南4-2-6-201,2
401,国際医療福祉大学三田病院,03-3451-8121,-,なし,1,東京都港区三田1-4-3,0.0
402,"独立行政法人地域医療機能推進機構
東京高輪病院",03-3443-9191,-,"・来院前に事前に電話連絡をしてください。
・・小児（15歳以下）は原則不可。",1,東京都港区高輪３-１０-１１,1.0
403,北里大学北里研究所病院,03-3444-6161,-,現在、外来での新型コロナウイルス感染症の投薬治療及び無症状の方の対応は行っておりません。またPCR検査については結果が出るまで数日かかる場合があります。,0,東京都港区白金五丁目9番1号,1.0
404,医）彩風会 お台場クリニック,03-5531-0731,-,なし,1,東京都港区台場1-5-7-105,0.0
405,お台場海浜公園 虹橋クリニック,03-3529-2284,-,なし,0,東京都港区台場2ー2ー4 台場クリニックモール2階,2
406,医療法人社団　翔健会　くろだ医院,03-5804-3211,-,なし,1,東京都文京区白山5-36-9　白山麻の実ビル2階,0.0
407,小石川インターナショナルクリニック,03-6757-2060,-,完全予約制となります。必ず予約をしてから来院してください。,1,東京都文京区白山２-２９-４ 泉白山ビル１F,0.0
408,医療法人泰篤会 保坂こどもクリニック,03-3946-0641,-,なし,1,東京都文京区白山5-27-12 １F,2
409,文京春日こどもクリニック,web予約,https://ssc8.doctorqube.com/bunkyo-kasuga-kodomo/,なし,1,東京都文京区小石川1-5-1　パークコート文京小石川ザタワー304,0.0
410,医療法人社団　健稜会　文京小石川クリニック,web予約,https://bkcl.jp,なし,1,東京都文京区小石川１-５-１パークコート文京小石川ザタワー3F,0.0
411,中村クリニック,03-3818-7677,-,なし,1,東京都文京区小石川３-２７-６  コスモ小石川１０３,0.0
412,森こどもクリニック,03-5803-7887,http://paa.jp/clinic/115501/,なし,1,東京都文京区小石川5-40-21,0.0
413,医療法人緑寿会 小林クリニック,03-5689-2025,-,なし,1,東京都文京区小石川3-16-19,0.0
414,豊田耳鼻咽喉科クリニック,03-3811-4133,-,なし,1,東京都文京区小石川3-27-13,0.0
415,三橋医院,03-3816-3284,-,なし,1,東京都文京区小石川4-20-1-6F,0.0
416,小石川循環器内科クリニック,03-6801-8450,-,なし,1,東京都文京区小石川2-24-14,0.0
417,医療法人社団あかし会山村クリニック,03-3818-5767,-,なし,1,東京都文京区小石川５-３７-６-１F,0.0
418,医療法人社団千晶会 千晶こどもクリニック,03-3868-0703,-,電話診療は、当院かかりつけの小児のみとします。オンライン診療は行っておりません。,1,東京都文京区小石川１-２４-３ Ｋｏｉｓｈｉｋａｗａ :  1階,0.0
419,医療法人社団千秋双葉会茗荷谷耳鼻咽喉科・アレルギー科,03-3944-8711,-,電話診療を行っております。症状によっては対面診察が必要となります。お電話にてご相談ください。,1,東京都文京区小石川5-5-2バンビビル２階,0.0
420,東京保健生活協同組合 セツルメント菊坂診療所,03-3811-0016,-,なし,1,東京都文京区小石川1-24-3,0.0
421,ココメディカルクリニック,03-6882-3319,-,なし,1,東京都文京区小石川5-34-10 COCOビル,1.0
422,寺田医院,03-3812-1821,-,なし,1,東京都文京区小石川1-5-1パークコート文京小石川ザタワー111号,0.0
423,後楽園駅前診療所,0368018191,-,なし,0,東京都文京区小石川2-6-5-1F,0.0
424,文京春日こどもクリニック,03-3813-6060,-,なし,0,東京都文京区小石川1-5-1パークコート ザ タワー３F304,0.0
425,医療法人社団弘寿会 小石川ホームクリニック,03-3868-8282,-,なし,0,東京都文京区小石川4-20-1 イトークリエイト小石川ビル３F,2
426,医療法人社団同友会春日クリニック,03-3813-0080,-,なし,0,東京都文京区小石川1-12-16 小石川ＴＧビル2F,0.0
427,春日駅前あべファミリークリニック,03-3830-0395,-,なし,0,東京都文京区小石川２-１-１２ 小石川トーセイビル６階,2
428,小石川医院,03-3816-3151,-,なし,1,東京都文京区春日2-10-18,2
429,坂巻クリニック,03-3941-6074,-,なし,0,東京都文京区水道2-14-7,0.0
430,須田整形外科クリニック,03-3811-0881,-,なし,0,東京都文京区後楽2-23-15,2
431,石原医院,03-3941-8526,-,なし,1,東京都文京区小日向1-6-6,0.0
432,医療法人社団健永いずみ会 岩瀬クリニック,03-5940-7151,-,中学生以上が診療の対象となります。完全予約制ですので事前にご予約のお電話をお願いいたします。,1,東京都文京区小日向4-6-15 茗荷谷駅MFビル4階,0.0
433,医療法人社団春日会伝通院クリニック,03-6912-1565,-,なし,1,東京都文京区小日向４丁目６番１８号ステラメゾン茗荷谷201号室,0.0
434,しおざわクリニック,03-3945-3711,-,発熱外来は完全予約で行っております。予約方法は電話0339453711のみとなりますのでよろしくお願いします,1,東京都文京区小日向4-4-3-103,0.0
435,小日向診療所,03-5810-1505,-,診療代金の請求は後日、支払いは銀行振込のみ（手数料は患者負担）。PCRの結果は検査の翌日以降。結果問い合わせの催促はご遠慮ください。出入り口に段差があります。,1,東京都文京区小日向2-19-9トワベール小日向101号室,0.0
436,コパーズ・茗荷谷クリニック,03-5976-2207,-,なし,0,東京都文京区小日向４-７-２０,0.0
437,医療法人社団光永会光永クリニック,03-3943-0270,-,なし,1,東京都文京区千石４-４-１,0.0
438,赤池耳鼻咽喉科,03-5976-3355,-,なし,1,東京都文京区千石４-４０-２,0.0
439,医療法人社団 杉交会 杉山クリニック,03-3944-5933,-,なし,1,東京都文京区千石2-13-13,0.0
440,三輪医院,03-5976-9933,-,遠隔診療は当院でコロナ検査を受けて、陽性となり経過観察をされている患者さんに限ります。,1,東京都文京区千石4丁目26-8,0.0
441,千石耳鼻咽喉科・アレルギー科,03-5395-8733,-,なし,1,東京都文京区千石1-29-12千石片岡ビル1F,0.0
442,医療法人社団鉄祐会 祐ホームクリニック千石,050-3784-2001,-,なし,0,東京都文京区千石4丁目25-5 KSTビル3階,0.0
443,医療法人社団 静朗会 千葉医院,03-3941-1340,-,なし,0,東京都文京区千石1-6-16ライズヒル千石101,0.0
444,吉村小児科,03-3943-3806,-,なし,1,東京都文京区大塚2-18-6,0.0
445,森内科,03-3945-8188,-,なし,1,東京都文京区大塚3-35-8クリサンス小石川1階,0.0
446,医療法人社団千秋双葉会 茗荷谷キッズクリニック,03-5976-3077,-,なし,1,東京都文京区大塚3-1-6　ラ・トゥール小石川B1F,0.0
447,はりまざかクリニック耳鼻咽喉科・アレルギー科,03-6304-1510,-,最新情報は、http://dry.nose.main.jpでご確認ください。必ず電話にてご連絡をお願いします。Web予約枠は一般診療枠です。,1,東京都文京区大塚１-５-１８ 大伴ビル９階A号,0.0
448,医療法人栄仁会みらいメディカルクリニック茗荷谷,03-3943-0123,-,"オンライン診療についてはホームページをご確認ください。抗原キット、PCR検査でコロナ陽性だった方は検査結果を添付しただく必要があります。
",1,東京都文京区大塚1-4-15アトラスタワー茗荷谷202,0.0
449,医療法人社団厚博会茗荷谷乳腺クリニック,03-5981-8288,-,当院かかりつけの方の診察、検査を行います。まずはお電話でご連絡をお願いします。,0,東京都文京区大塚1-5-18大伴ビル4階,0.0
450,東京保健生活協同組合 大塚診療所,03-3947-5521,-,なし,0,東京都文京区大塚6-9-10,2
451,医療法人社団 拓諭会 やすだクリニック,03-3945-5055,-,なし,0,東京都文京区大塚4-45-4,0.0
452,友成第二医院,03-3941-8583,-,なし,0,東京都文京区大塚5-40-18,0.0
453,東京健生病院,03-3944-6111,-,なし,0,東京都文京区大塚4-3-8,0.0
454,医療法人社団 和幸会 上田医院,03-3943-0268,-,なし,1,東京都文京区音羽1丁目20-15,0.0
455,松平小児科,web予約,http://matsudairashyounika.com/,なし,1,東京都文京区関口1-15-9,1.0
456,田中医院,03-3266-1407,-,なし,1,東京都文京区関口1-1-3プラザ飯田橋1F,0.0
457,江戸川橋さくらクリニック,03-5227-3433,-,なし,1,東京都文京区関口1-1-6,0.0
458,江戸川橋クリニック耳鼻咽喉科,03-3235-3387,-,なし,1,東京都文京区関口１-１９-６-４F 弥助ビル,0.0
459,医療法人社団一専会 神楽坂ホームケアクリニック,03-5227-7878,-,なし,1,東京都文京区関口一丁目13番14号向井ビル2階,0.0
460,岡崎ハートクリニック,03-6280-8234,-,かかりつけのみ,0,東京都文京区関口１-21-15　Primus青柳1Ｆ,0.0
461,医療法人社団 すずき医院,03-3941-1590,-,なし,1,東京都文京区目白台１丁目２３-７グリーンヒルズ目白台１０１,0.0
462,八千代診療所,03-3811-4519,-,なし,1,東京都文京区白山1-5-8,0.0
463,医療法人社団 中野小児科内科,03-5805-8551,-,なし,1,東京都文京区白山1-33-23ベルメゾン文京白山101,0.0
464,よしはし耳鼻咽喉科医院,03-5848-8118,-,なし,1,東京都文京区白山１-２５-１６ミラーユ白山１階,0.0
465,一般財団法人慈愛会 慈愛病院,03-3812-7360,-,なし,1,東京都文京区本郷6-12-5,2
466,医療法人社団藤翔会 加藤内科胃腸科クリニック,03-5319-1470,-,なし,1,東京都文京区本駒込6-1-21コロナ社第三ビル1階,0.0
467,医療法人社団 靜美会 駒込かせだクリニック,03-5832-5665,-,8月15日～20日 休診,1,東京都文京区本駒込4-19-16 タウンハイム本駒込1F,0.0
468,加藤診療所,03-3941-7522,-,なし,0,東京都文京区本駒込2丁目18‐２,2
469,近藤医院,03-3821-1804,-,なし,0,東京都文京区本駒込5-60-6,0.0
470,齋藤医院,03-3824-1137,-,かかりつけの方々へ。事前に電話相談をなさって下さい。よろしくお願いいたします。,0,東京都文京区本駒込3-5-10,0.0
471,グリーンコート内科クリニック,03-5977-3820,-,来院前に、必ずお電話でのご連絡をお願いします。,0,東京都文京区本駒込2-28-10 文京グリーンコート イーストウィング３F,0.0
472,かみやレディースクリニック,03-5977-8811,-,なし,0,東京都文京区本駒込2-10-7濱田ビル1階,0.0
473,谷口医院,03-5395-7760,-,なし,0,東京都文京区本駒込2-8-11,0.0
474,とくなが耳鼻咽喉科,03-5815-5887,-,なし,0,東京都文京区本駒込１-６-１９,0.0
475,松本医院,03-5832-9518,-,受診の際は、必ず電話にて症状等をお伝えの上、ご来院ください。休診日は、毎週水曜日と日曜日です。キャパを超える場合には対応出来かねることがあります。,0,東京都文京区本駒込５-４１-１１ 青木ビル１階,0.0
476,文京内科・循環器クリニック,03-6304-1567,-,なし,1,東京都文京区本駒込２丁目１０番３号 ウエストワンビル４F,0.0
477,本駒込耳鼻咽喉科,03-3827-1187,-,なし,1,東京都文京区本駒込3-17-2-2F,0.0
478,医療法人社団森谷会森谷医院,03-3821-0128,-,抗原定性キット配布希望の方は必ず東京都ホームページより「検査キット配布申込書」が必要です。また当院へも電話で抗原キットを予約確保してから来院願います。,1,東京都文京区千駄木５-４３-１１,0.0
479,文京クリニック,03-3823-6614,-,なし,1,東京都文京区千駄木１-２３-３カーサリーナ千駄木２階,0.0
480,一般社団法人文京区医師会付属診療所,03-3823-2217,-,なし,1,東京都文京区千駄木２-２６-８-３Ｆ,1.0
481,藤原クリニック,03-3821-3767,-,ご予約は電話のみで対応します。メールやネットからのお申し込みは固くお断りします。予約のない方は院内にお入りになれません。8月6日の発熱外来は中止させていただきま,1,東京都文京区千駄木３-２-７リエス千駄木１階地下１階,0.0
482,いいの耳鼻咽喉科,03-3828-3387,-,なし,1,東京都文京区千駄木3丁目48-6 アパートメンツ千駄木１F A,0.0
483,団子坂くつろぎクリニック,03-5834-7702,-,なし,1,東京都文京区千駄木５-21-12 カサデコリーナ1階,0.0
484,医療法人社団愛明会 内科・小児科にわ医院,03-3824-0482,-,なし,0,東京都文京区千駄木4-8-12,0.0
485,日原内科クリニック,03-3822-6262,-,なし,0,東京都文京区千駄木2-13-1 ルネ千駄木プラザ2階,0.0
486,吉行医院,03-38921-7994,-,なし,0,東京都文京区千駄木2-34-10,0.0
487,クマモトクリニック,03-5685-0811,-,なし,0,東京都文京区千駄木3-37-17-102,2
488,動坂下泌尿器科クリニック,03-5834-7735,-,なし,0,東京都文京区千駄木4-13-6-108,0.0
489,むらい内科・循環器クリニック,03-3822-8010,-,なし,0,東京都文京区千駄木3-43-3 ATK千駄木ビル1階,0.0
490,橋本こどもクリニック,03-3943-6333,-,なし,1,東京都文京区本駒込6-4-2 1F,0.0
491,西岡クリニック,03-3812-1421,-,なし,1,東京都文京区向丘1-10-2,0.0
492,医療法人社団 真寿会 田代医院,03-3823-0871,-,なし,1,東京都文京区向丘２-２０-３,0.0
493,大橋内科クリニック,03-5842-8670,-,なし,1,東京都文京区西片2-15-11,0.0
494,細部小児科クリニック,03-6303-3162,https://hosobe-pediatrics.com/index.html,なし,1,東京都文京区根津2-14-11-2F,0.0
495,細部医院,03-3822-6858,-,なし,1,東京都文京区根津１-１-１５,0.0
496,東京保健生活協同組合根津診療所,03-3823-0096,-,なし,0,東京都文京区根津1-27-3,2
497,医療法人社団 静晴会 山田胃腸科外科医院,03-3821-3381,-,なし,0,東京都文京区根津1-16-10 イトーピア根津１０１号・１０２号,0.0
498,金沢耳鼻咽喉科クリニック,03-3823-8733,-,なし,0,東京都文京区根津1-4-4河内ビル2階,0.0
499,下司婦人科クリニック,03-5832-4122,-,なし,0,東京都文京区根津2-14-11 Tツウィンズビル ４階,0.0
500,ダイナメディカル根津クリニック,03-5815-8687,-,なし,0,東京都文京区根津2-14-9,0.0
501,医療法人社団杏生会文京根津クリニック,03-3821-2102,-,なし,0,東京都文京区根津1-1-18パライソ和田ビル３F,1.0
502,猪狩医院,03-3822-4735,-,なし,1,東京都文京区根津1-16-8-201,0.0
503,根津宮永町診療所,03-3824-2588,-,なし,0,東京都文京区根津2-13-6 レジデンスノーブル文京根津101,2
504,似鳥クリニック,03-3827-1181,https://www.yoyakuru.net/rs/nitadori/web/,なし,0,東京都文京区根津1-19-11,0.0
505,医療法人社団郁栄会 谷根千クリニック,03-3827-2731,-,なし,0,東京都文京区根津2-33-14 ヴィラージュ藍染1階,0.0
506,本三クリニック,web予約,https://airrsv.net/hon3-clinic/calendar,"ご来院前にはお電話でご連絡ください。
診察時間は、事前のお電話の際に指定させていただく場合がございます。",1,東京都文京区本郷２-２６-８　本郷和可奈ビル５階,0.0
507,うすだクリニック,03-5840-8250,-,なし,1,東京都文京区本郷4-36-5 ネオパリエ1Ｆ,0.0
508,本郷耳鼻咽喉科クリニック,03-5689-4133,-,通常の診察料に加えてCuron使用料330円、通信事務手数料550円が別途課金されますのでご了承ください。,1,東京都文京区本郷4-2-8 フローラビルディング2階,0.0
509,坂口医院,03-3811-1560,-,なし,1,東京都文京区本郷４-９-２２,0.0
510,本郷真砂ハートクリニック,03-3814-1155,-,web予約の場合、ご希望の診療内容について、問い合わせのお電話をさせて頂く場合があります。,1,東京都文京区本郷４-２０-１２,0.0
511,ゆめのきクリニック,03-3830-2030,-,受診前の電話連絡をお願いしております。,0,東京都文京区本郷４‐37‐15　吉田ビル４階,0.0
512,医療法人社団一如会 相田医院,03-3811-4859,-,なし,0,東京都文京区本郷2-39-13,0.0
513,ゆき医院,03-5840-8660,-,なし,0,東京都文京区本郷5-26-2 東大赤門前ビル3階,2
514,本郷内科クリニック,03-5684-1009,-,なし,1,東京都文京区 本郷 ４-２４-７クレヴィア本郷１０３,2
515,医療法人社団大地の会 本郷ファミリークリニック,03-3868-7501,-,在宅時医学総合管理料等のご同意を頂いている方のみに、往診にて診療・検査を実施しております。契約外の患者様に対しては提供できかねますので、ご了承下さい。,0,東京都文京区本郷1-33-8,0.0
516,医療法人社団悠輝会 コーラルクリニック,03-5844-3133,-,なし,0,東京都文京区本郷4-1-7 第2近江屋ビル301,2
517,御茶ノ水ファミリークリニック,03-5844-1401,-,なし,1,東京都文京区湯島1-9-14　プチモンドお茶の水8F,0.0
518,医療法人社団よつ葉の会 清家クリニック,03-3831-2438,-,なし,1,東京都文京区湯島3-38-13坂東ビル2F,0.0
519,医療法人社団 大塚診療所,03-3831-2294,-,なし,1,東京都文京区湯島三丁目31番6号1階,0.0
520,医療法人社団大坪会 東都文京病院,03-3831-2181,-,なし,1,東京都文京区湯島三丁目5番7号,0.0
521,医療法人社団龍岡会　大森内科医院,03-3811-0888,-,なし,0,東京都文京区湯島４-９-８,0.0
522,医療法人社団昭和育英会 湯島三和クリニック,080-4932-9866,-,なし,0,東京都文京区湯島2-31-1 湯島三友ビル,2
523,一般社団法人鹿鳴会 アゴラ内科クリニック,03-6803-0976,-,かかりつけ在宅患者のみに検査を行っております。,0,東京都文京区湯島3-34-8第一天神ビル201,0.0
524,順天堂大学医学部附属順天堂医院,03-3813-3111,-,なし,1,東京都文京区本郷3丁目1番3号,0.0
525,東京医科歯科大学病院,03-3813-6111,-,本院のかかりつけ患者以外の患者さんは紹介状が必要です。,1,東京都文京区湯島１丁目５番45号,0.0
526,東京大学医学部附属病院,03-3815-5411,-,まずは主治医にご相談ください,0,東京都文京区本郷7-3-1,0.0
527,医療法人社団菊和会 谷中クリニック,03-3823-1261,-,なし,1,東京都台東区谷中3-13-10,0.0
528,根津・谷中レディースクリニック,03-3823-2346,-,なし,0,東京都台東区谷中１丁目１番１６号,1.0
529,どうかん山こどもクリニック,03-3828-4150,-,なし,0,東京都台東区谷中3-23-10,0.0
530,医療法人社団浩佳会かとう医院,03-5603-7161,-,なし,1,東京都台東区根岸３-１２-１４ 1階,0.0
531,医療法人社団医翁会 浦尾医院,03-3875-0242,-,なし,1,東京都台東区根岸5-17-6,0.0
532,いりやキッズクリニック,web予約,http://iriyakids.reserve.ne.jp,なし,1,東京都台東区下谷3-11-12,0.0
533,織田消化器科クリニック,03-3871-0822,-,なし,0,東京都台東区下谷3-7-2,2
534,医療法人社団　祐真会　御徒町駅前内科クリニック,web予約,http://okachimachi-naika.reserve.ne.jp,なし,1,東京都台東区上野6-3-5　大口ビル１階２階３階,0.0
535,上野御徒町内科クリニック,web予約,https://uonc.jp/,ホームページからの予約のみ対応しております。お電話での予約は受け付けておりません。,1,東京都台東区上野6-2-14 喜久屋ビル7階,0.0
536,上野御徒町こころみクリニック・内科・血液内科・糖尿病内科,web予約,https://uenookachimachi-cocoromi-cl.mdja.jp/,なし,1,東京都台東区上野６-１６-５　株式会社正三ビル２０１号,0.0
537,山本メディカルクリニック,03-3836-3878,-,なし,1,東京都台東区上野6-8-7 内藤ビル２階,0.0
538,三倉クリニック,03-5807-8171,-,なし,1,東京都台東区上野１丁目１６番１６号 第２三倉ビル１Ｆ,0.0
539,医療法人社団雄翔会あさひ上野クリニック,03-5818-7070,-,なし,1,東京都台東区上野３-１６-４文行堂ビル２F,0.0
540,上野耳鼻咽喉科クリニック,03-3834-2822,-,なし,1,東京都台東区上野6-16-19 新丸屋ビル４階,0.0
541,上野国際医院,03-5846-5355,-,"月末の日曜日は休診日となります。発熱がある方は必ず事前に電話で予約をとってください。
2022年8月2日～8月5日まで休診",1,東京都台東区上野4-5-4 ミヤタビル2F,1.0
542,みのわ駅前クリニック,03-3873-1234,-,なし,1,東京都台東区三ノ輪1-28-12　プラザM,0.0
543,医療法人社団同善会 同善会クリニック,03-3801-6180,-,なし,1,東京都台東区三ノ輪2‐12‐12,2
544,医療法人社団 一順会 田村胃腸科外科,03-3874-9981,-,なし,1,東京都台東区竜泉3-42-11,0.0
545,東京保健生活協同組合 竜泉協立診療所,03-3873-4373,-,なし,1,東京都台東区竜泉3-1-2,0.0
546,あやめ診療所,03-5824-8788,-,なし,0,東京都台東区竜泉3-32-3,2
547,みのわこどもクリニック,03-3871-4151,-,なし,1,東京都台東区竜泉２-１９-１８ナカガワビル４０１,2
548,道川内科クリニック,03-3873-1271,-,なし,1,東京都台東区入谷2-24-11,0.0
549,医療法人社団尾泉会つちやファミリークリニック,03-3873-1375,-,なし,0,東京都台東区入谷2-25-2 YSBLDG 1F,0.0
550,上野なかのクリニック,03-5828-3007,-,"完全予約制となります。必ず電話にて予約をしてからご来院ください。
発熱外来は一般診療の最後に設けておりますので、ご希望の時間に添えないことご了承ください。",1,東京都台東区北上野1-9-13 高松ビル1階,0.0
551,城所医院,03-3844-0510,-,なし,1,東京都台東区北上野２-２６-５,2
552,善平医院,03-3843-7055,-,なし,1,東京都台東区東上野６-２-１３,0.0
553,上野ロイヤルガーデンクリニック,03-5846-8378,-,なし,1,東京都台東区東上野３丁目１４-７ 龍田ビル３階,1.0
554,ぞうさん内科クリニック,03-3837-7775,-,第1，3，5日曜は休診。祝日は土日の診療時間と同様。初診の最終受付は診察終了時間の30分前。小児対応不可。2022/9/17~21は臨時休診。,1,東京都台東区東上野2-22-5 旭ビル1階101号室,1.0
555,医療法人社団全仁会 上野病院,03-3833-8111,-,なし,1,東京都台東区東上野3-23-4,0.0
556,サンライズクリニック,03-3836-3321,-,なし,0,東京都台東区東上野1-7-2　冨田ビル２F,0.0
557,森一貫堂医院,03-3831-5830,-,なし,0,東京都台東区東上野2-10-10,0.0
558,医療法人協和医会 協和医院,03-3835-0186,-,なし,0,東京都台東区台東4-8-5 T＆T御徒町ビル４F,1.0
559,公益財団法人ライフ・エクステンション研究所　付属　永寿総合病院,03-3833-8381,-,当院では地域医療機関からの紹介を優先といたします。受診の際は事前にお電話をください。,1,東京都台東区東上野2-23-16,0.0
